category,message,processed_text,target
ham,Mm have some kanji dont eat anything heavy ok,mm kanji dont eat anything heavy ok,0
ham,"I know where the  &lt;#&gt;  is, I'll be there around 5",know ltgt ill around,0
ham,Howz that persons story,howz persons story,0
ham,"Better than bb. If he wont use it, his wife will or them doctor",better wont use wife doctor,0
ham,"Yup. Anything lor, if u dun wan it's ok...",anything lor u dun wan,0
ham,"Not yet chikku..going to room nw, i'm in bus..",yet room nw im,0
ham,From 5 to 2 only my work timing.,work,0
ham,"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning",moment dayhas valuemorning brings hopeafternoon brings faithevening brings luvnight brings restwish u find morning,0
ham,I dont know what to do to come out of this so only am ask questions like this dont mistake me.,dont know come ask questions like dont mistake,0
ham,My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7,computer fried essential part dont keep spares fucking idiot roommates looovvve leaving thing running full ltgt,0
ham,"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*",geeee miss already know think fuck cant wait till next year together loving kiss,0
spam,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs,tried call reply sms video mobile mins unlimited text free camcorder reply call del thurs,1
ham,With my sis lor... We juz watched italian job.,sis juz watched italian,0
ham,How much is torch in 9ja.,much torch,0
ham,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",dearshall mail streetshall update looking edukkukayee raksha good one real,0
ham,Are you ok. What happen to behave like this,happen behave like,0
ham,I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.,wondering would okay call uncle john let know things nigeria r ltgt dollars years sent know strain plan pay back every dime every dime expect anything something like,0
ham,"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated.",always putting business put pictures ass one open people ive ever would think picture room would hurt make feel,0
ham,"Yes..but they said its IT.,",said,0
ham,I'm going for bath will msg you next  &lt;#&gt;  min..,im going bath msg next ltgt,0
ham,Okie but i scared u say i fat... Then u dun wan me already...,okie scared u say u dun wan,0
ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,wnt buy bmw car vry hv shortage ltgt source arng dis ltgt prob,0
ham,Well done and ! luv ya all ,well done luv ya,0
ham,Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.,cos shopping wif darren jus n called ask wat present wan started guessing wif n finally guessed darren,0
ham,I dont thnk its a wrong calling between us,dont thnk wrong calling us,0
ham,Hi. I'm sorry i missed your call. Can you pls call back.,im sorry missed pls call,0
ham,Anything lor... U decide...,anything u,0
ham,"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you.",good afternoon good see words ym get smart move slave smiles drink coffee await,0
ham,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?",nt driving even many reasons called chikku hw abt dvg tht vinobanagar violence hw hw ru problem,0
spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!,call germany pence per minute call fixed line via access number direct access,1
ham,My battery is low babe,battery low babe,0
ham,O. Well uv causes mutations. Sunscreen is like essential thesedays,well uv causes sunscreen like essential thesedays,0
ham,Ok... Let u noe when i leave my house.,let u noe leave,0
spam,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX",hey want hot xxx pics sent direct ur phone txt porn hrs free p per stop text stopbcm sf wcnxx,1
ham,It's ok i wun b angry. Msg u aft i come home tonight.,ok wun b msg u aft come home,0
ham,1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.,tension face smiling face waste face innocent face face face face face face ltgt,0
ham,Yes! How is a pretty lady like you single?,yes pretty lady like single,0
ham,Howz pain.it will come down today.do as i said ystrday.ice and medicine.,howz come said,0
spam,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",win winner foley ipod exciting prizes soon keep eye ur mobile visit,1
ham,I wil be there with in  &lt;#&gt;  minutes. Got any space,wil ltgt got space,0
ham,"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin...",chinatown got porridge claypot rice yam cake fishhead either eat cheap den go cafe n tok go nydc,0
ham,I am taking you for italian food. How about a pretty dress with no panties? :),taking italian pretty dress panties,0
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days,camera awarded sipix digital camera call fromm delivery within days,1
ham,Guess who spent all last night phasing in and out of the fourth dimension,guess spent last night phasing fourth dimension,0
ham,When did i use soc... I use it only at home... Ü dunno how 2 type it in word ar...,use use dunno type word,0
ham,Wa... U so efficient... Gee... Thanx...,u,0
ham,I cant pick the phone right now. Pls send a message,cant pick phone right pls send message,0
ham,Ü got wat to buy tell us then ü no need to come in again.,got wat buy tell us need come,0
ham,Aiya we discuss later lar... Pick ü up at 4 is it?,aiya discuss later pick,0
ham,Oh k:)after that placement there ah?,oh kafter placement ah,0
ham,I guess it is useless calling u 4 something important.,guess useless calling u something,0
ham,So i asked how's anthony. Dad. And your bf,asked hows bf,0
ham,"Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me.",arngd marriage u r walkin unfortuntly snake bites bt love marriage dancing frnt snake amp sayin bite bite,0
ham,Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish ,hey mr going sea view couple gays mean games give bell ya finish,0
ham,Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx,hi kate evening hope see tomorrow bit bloody babyjontet txt back u xxx,0
ham,"She was supposed to be but couldn't make it, she's still in town though",supposed couldnt make shes still town though,0
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,nokia get win free take part send nokia hgsuitelands rowwjhl,1
ham,here is my new address -apples&pairs&all that malarky,new address applespairsall malarky,0
ham,I absolutely LOVE South Park! I only recently started watching the office.,absolutely love south park recently started watching,0
ham,Re your call; You didn't see my facebook huh?,call didnt see facebook huh,0
ham,I will be gentle princess! We will make sweet gentle love...,gentle princess make sweet gentle,0
ham,I sent them. Do you like?,sent like,0
spam,Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528,bu voucher wc log onto discount opt reply customer care call,1
ham,Lol no ouch but wish i'd stayed out a bit longer,lol ouch wish id stayed bit longer,0
ham,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...,anything valuable situations first getting second loosing,0
ham,Speak only when you feel your words are better than the silence... Gud mrng:-),speak feel words better gud mrng,0
ham,Lmao ok I wont be needing u to do my hair anymore.,lmao ok wont needing u hair,0
ham,I tot u reach liao. He said t-shirt.,tot u reach said,0
ham,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...,aiyar u poor give u support jia ill think,0
ham,Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color,pass dis ur contacts n see wat u get redim luv wid blueu put smile purpleu r realy pinku r orangei thnk lyk greeni realy wana go wid yelowi wnt u blackim jealous browni miss nw plz giv one color,0
ham,Dunno he jus say go lido. Same time 930.,dunno jus say go time,0
spam,u r a winner U ave been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),u r winner u ave specially selected receive cash holiday flights inc speak live operator claim pmin,1
ham,Eatin my lunch...,eatin,0
spam,"This is the 2nd time we have tried to contact u. U have won the £400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate",nd time tried contact u claim easy call p per btnationalrate,1
ham,"How about clothes, jewelry, and trips?",clothes jewelry trips,0
ham,Ok then i will come to ur home after half an hour,ok come ur home half hour,0
ham,"Me, i dont know again oh",dont know oh,0
spam,YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,chosen receive award pls call claim number collect award selected receive valued mobile,1
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",congrats mobile g videophones r call videochat wid ur mates play java games dload polyh music noline pm,1
ham,IM GONNA MISS U SO MUCH,im gonna miss u much,0
ham,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.,calls afternoon onwords mtnl service get problem south hear cannt listen,0
spam,Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow,want latest video handset anytime network mins half price line rental reply call delivery tomorrow,1
ham,I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?,probably wont eat think im gonna weekend u miss,0
ham,"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!",oh right ill make sure loads work day got really nasty cough today dry n shot really help,0
ham,Well then you have a great weekend!,well great weekend,0
spam,"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT",review keep fantastic nokia ngage game deck club nokia go unsubscribe alerts reply word,1
spam,"URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",urgent mobile awarded bonus caller prize final try contact u call landline boxwrc ppm,1
ham,Unlimited texts. Limited minutes.,unlimited limited,0
ham,"Haha awesome, I've been to 4u a couple times. Who all's coming?",haha awesome ive u couple alls coming,0
ham,Just finished. Missing you plenty,missing plenty,0
ham,I came hostel. I m going to sleep. Plz call me up before class. Hrishi.,came going plz call,0
ham,Shuhui has bought ron's present it's a swatch watch...,shuhui bought rons present swatch,0
ham,If u dun drive then how i go 2 sch.,u dun drive go,0
ham,I‘m parked next to a MINI!!!! When are you coming in today do you think?,im parked next mini coming today think,0
ham,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes,da birthdate certificate april real date dont publish shall give special treat keep way thanks wishes,0
ham,Ok pa. Nothing problem:-),ok nothing problem,0
ham,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please ",hi hope u r ok said would text hasnt u seen let gently please,0
ham,Armand says get your ass over to epsilon,armand says get ass epsilon,0
ham,Went fast asleep dear.take care.,went fast asleep,0
ham,"It,,s a taxt massage....tie-pos argh ok! Lool!",taxt argh ok lool,0
ham,Lol u still feeling sick?,lol u still feeling sick,0
ham,Watching tv now. I got new job :),watching tv got new job,0
ham,"Y cant u try new invention to fly..i'm not joking.,",cant u try new invention,0
ham,"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?""",wk ok hols yes bit forgot hairdressers appointment four need get home n shower cause prob u,0
ham,"Yeah sure, give me a couple minutes to track down my wallet",yeah sure give couple minutes track wallet,0
ham,Moji i love you more than words. Have a rich day,moji love rich day,0
ham,Nope. I just forgot. Will show next week,show next week,0
ham,1 in cbe. 2 in chennai.,,0
ham,Ok lor thanx... Ü in school?,ok lor school,0
ham,Oh ok wait 4 me there... My lect havent finish,oh ok wait lect havent finish,0
ham,Oh god. I'm gonna Google nearby cliffs now.,oh im gonna google nearby cliffs,0
ham,"Theoretically yeah, he could be able to come",theoretically yeah could able come,0
spam,Urgent Please call 09066612661 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ “,urgent please call cash luxury canary islands holiday await tcs sae,1
ham,"Call me, i am senthil from hsbc.",call senthil,0
ham,U calling me right? Call my hand phone...,u calling right call hand,0
ham,Yes..gauti and sehwag out of odi series.,sehwag odi,0
ham,I said its okay. Sorry,said sorry,0
ham,Hey are you angry with me. Reply me dr.,hey angry reply,0
ham,I'm in office now da:)where are you?,im office dawhere,0
ham,That depends. How would you like to be treated? :),would like treated,0
spam,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 ,enjoy jamster videosound gold club credits new videosounds logosmusicnews get fun help call,1
ham,Yes. Nigh you cant aha.,nigh cant,0
ham,Yeah I can still give you a ride,yeah still give ride,0
ham,We're finally ready fyi,finally ready fyi,0
ham,Ü all write or wat..,write,0
ham,Just come home. I don't want u to be miserable,come dont want u miserable,0
spam,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180",thanks ringtone order reference number mobile charged tone arrive please call customer services,1
ham,Good night my dear.. Sleepwell&amp;Take care,good night sleepwellamptake care,0
ham,Thanks love. But am i doing torch or bold.,thanks torch,0
ham,"Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!",dont give monkeys wot think certainly dont friend mineall dont sleep wiv wud annoyin,0
ham,I gotta collect da car at 6 lei.,gotta collect da car,0
ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",love isnt decision could decide love life would much simpler less magical,0
ham,"Thanx 4 the time weve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx",thanx time weve spent geva bin mint ur baby want uxxxx,0
ham,"I've got ten bucks, jay is being noncomittal",ive got ten bucks jay noncomittal,0
ham,Yeah but which is worse for i,yeah worse,0
ham,Enjoy ur life. . Good night,enjoy ur good night,0
spam,Missed call alert. These numbers called but left no message. 07008009200,missed call numbers called left,1
ham,May b approve panalam...but it should have more posts..,may b approve,0
ham,We are okay. Going to sleep now. Later,going sleep later,0
ham,I not at home now lei...,home,0
ham,That seems unnecessarily hostile,seems unnecessarily hostile,0
ham,… and don‘t worry we‘ll have finished by march … ish!,dont worry well finished march ish,0
ham,"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier.",get high score apply phd get years makes life,0
ham,I'm still looking for a car to buy. And have not gone 4the driving test yet.,im still looking car gone driving test,0
ham,Wot is u up 2 then bitch?,wot u bitch,0
ham,No. But we'll do medical missions to nigeria,well medical missions nigeria,0
ham,"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning",lovely night wake see message hope smile knowing great morning,0
ham,K actually can you guys meet me at the sunoco on howard? It should be right on the way,k actually guys meet sunoco howard right way,0
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+ ,nokia get win free take part send nokia hgsuitelands rowwjhl,1
spam,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow",hello months free access games news sport plus free texts photo messages reply terms apply,1
ham,Ü mean it's confirmed... I tot they juz say oni... Ok then... ,mean tot juz say ok,0
ham,Also maaaan are you missing out,also maaaan missing,0
ham,Sorry de i went to shop.,sorry de went,0
ham,Oi when you gonna ring,oi gonna ring,0
ham,"Could you not read me, my Love ? I answered you",could read love answered,0
ham,"Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very champlaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna",nowadays people notixiquating laxinorficated opportunity bambling ever oblisingately opted ur books masteriastering amplikater fidalfication champlaxigating think wotz ur opinion junna,0
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",honeybee said im sweetest world god laughed amp said waitu havnt met person reading msg moral even god crack jokes gmgngegn,0
ham,So no messages. Had food?,food,0
ham,"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again",mmmmm loved waking words morning miss hope day goes well wait us together,0
ham,Everybody had fun this evening. Miss you.,everybody fun miss,0
ham,"No i'm not. I can't give you everything you want and need. You actually could do better for yourself on yor own--you've got more money than i do. I can't get work, i can't get a man, i can't pay the rent, i can't even fill my fucking gas tank. yes, i'm stressed and depressed. I didn't even call home for thanksgiving cuz i'll have to tell them i,m up to nothing.",im cant give everything want actually could better yor ownyouve got money cant get work cant get man cant pay rent cant even fill fucking gas yes im stressed didnt even call home thanksgiving cuz ill tell im,0
ham,I wont touch you with out your permission.,wont touch,0
ham,Did you show him and wot did he say or could u not c him 4 dust?,show wot say could u c dust,0
ham,Dude we should go sup again,dude go sup,0
ham,Whos this am in class:-),whos class,0
ham,I dunno they close oredi not... Ü v ma fan...,dunno close oredi v,0
ham,Finish already... Yar they keep saying i mushy... I so embarrassed ok...,finish yar keep saying embarrassed,0
ham,"The fact that you're cleaning shows you know why i'm upset. Your priority is constantly ""what i want to do,"" not ""what i need to do.""",fact youre cleaning shows know im priority constantly want need,0
spam,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16,u nokia plus free digital u get u win free take part send nokia poboxtcrw,1
ham,"Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing.",think might give teaching til twelve lecture damn working,0
ham,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over.",hope ur day good back walk table booked half let know ur coming,0
ham,Ok.ok ok..then..whats ur todays plan,ur todays plan,0
spam,network operator. The service is free. For T & C's visit 80488.biz,network service cs visit,1
ham,Double eviction this week - Spiral and Michael and good riddance to them!,double eviction week spiral michael good riddance,0
ham,Change again... It's e one next to escalator...,change e one next,0
ham,"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!",done handed dont know mega shop asda counts celebration thats im,0
ham,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.",plz note anyone calling mobile amp asks u type ltgt ltgt disconnect callcoz iz attempt terrorist make use sim card itz confirmd nokia n motorola n verified cnn,0
ham,I'm done...,im,0
spam,You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP,guaranteed award even cashto claim ur award call free stop getstop php,1
ham,Did you stitch his trouser,stitch trouser,0
ham,Yeah that's the impression I got,yeah thats impression got,0
ham,God bless.get good sleep my dear...i will pray!,god good sleep pray,0
ham,I'm in class. Will holla later,im holla later,0
ham,Hey do you want anything to buy:),hey want anything buy,0
ham,U having lunch alone? I now so bored...,u lunch alone,0
ham,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...,e admin building might b slightly ill call u im,0
ham,This weekend is fine (an excuse not to do too much decorating),weekend fine excuse much decorating,0
ham,"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards.",dear sirsalam pleasure meeting today tea pleased send contact number save,0
ham,I agree. So i can stop thinkin about ipad. Can you please ask macho the same question.,stop thinkin please ask macho,0
ham,You bad girl. I can still remember them,bad still remember,0
ham,Ok...,,0
ham,For real tho this sucks. I can't even cook my whole electricity is out. And I'm hungry.,real tho cant even cook whole electricity im,0
ham,"My sister in law, hope you are having a great month. Just saying hey. Abiola",sister law hope great saying abiola,0
ham,I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night,couldnt say dying man feel sad go wanted know would probably gone late night,0
spam,"SMS. ac sun0819 posts HELLO:""You seem cool, wanted to say hi. HI!!!"" Stop? Send STOP to 62468",ac sun posts helloyou seem cool wanted say hi stop send stop,1
ham,"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember.",nice day impressively sensible went home early feel boring whens cant,0
ham,Once free call me sir.,free call,0
ham,I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.,told dr appt next thinks im gonna told nothing worried didnt,0
ham,Love you aathi..love u lot..,love u,0
ham,"Merry Christmas to you too babe, i love ya *kisses*",merry christmas babe love ya kisses,0
ham,"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer... ",mon okie haha best cheap n gd food la ex oso depends whether wana eat western chinese den u,0
ham,When is school starting. Where will you stay. What's the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.,school whats weather social support system like friends things,0
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",wen ur lovable bcums angry wid u dnt take coz angry childish n true way showing deep affection care n kettoda nice day,0
ham,HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!,hello wen u finish fancy meetin wiv u tonite need break hrs last nite today wrk,0
spam,Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend,save money wedding lingerie choose superb selection national brought weddingfriend,1
ham,"Same, I'm at my great aunts anniversary party in tarpon springs",im great aunts anniversary party tarpon springs,0
ham,Still at west coast... Haiz... Ü'll take forever to come back...,still west take forever come,0
ham,Good Morning plz call me sir,good morning plz call sir,0
ham,U don't remember that old commercial?,u dont remember old commercial,0
ham,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free,hey next sun theres basic yoga go pilates intro next tell time r free,0
ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,pls convey birthday wishes dnt forget today birthday shijas,0
ham,Host-based IDPS for linux systems.,hostbased idps linux,0
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,private account statement shows unredeemed call identifier codexx expires,1
ham,How come guoyang go n tell her? Then u told her?,come guoyang go n tell u told,0
ham,Good morning princess! Happy New Year!,good morning princess happy new year,0
spam,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,hi ibh customer loyalty offer new nokia mobile txtauctiontxt wordstart get nowt,1
ham,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-),ya knw u vl ok thanks enjoy wit ur family wit st,0
ham,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.,tell exact words right,0
ham,Ok lor wat time ü finish?,ok lor wat time finish,0
ham,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea",good afternon today hope good maybe wake miss passionate kiss across sea,0
ham,"Dont worry, 1 day very big lambu ji vl come..til then enjoy batchlor party:-)",dont worry day big lambu ji vl enjoy batchlor party,0
ham,That's a shame! Maybe cld meet for few hrs tomo?,thats shame maybe cld meet hrs tomo,0
ham,ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.,alrite hunnywot u nite didnt end goin town jus da pub instead jus chillin da mo bedroomlove jen,0
ham,Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).,ride equally uneventful many pesky cyclists around time night,0
ham,Thanks  and ! Or bomb and date as my phone wanted to say! ,thanks bomb date phone wanted say,0
ham,Nothing spl..wat abt u and whr ru?,nothing abt u whr ru,0
ham,Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.,hi im relaxing time ever get every day party good night get home tomorrow,0
ham,How much for an eighth?,much eighth,0
ham,Sorry that was my uncle. I.ll keep in touch,sorry keep touch,0
ham,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x,thing r good thanx got exams march ive done revision fran still boyf ive gotta interviw exeter bit worriedx,0
spam,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,u secret reveal thinks u r call opt reply reveal per msg cust care,1
ham,We r outside already.,r outside,0
ham,Just finished eating. Got u a plate. NOT leftovers this time.,finished got u leftovers,0
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",watching cartoon listening music amp eve go temple amp u,0
ham,Aiyo please ü got time meh.,aiyo please got time,0
ham,"Camera quite good, 10.1mega pixels, 3optical and 5digital dooms. Have a lovely holiday, be safe and i hope you hav a good journey! Happy new year to you both! See you in a couple of weeks! ",camera quite good pixels optical digital lovely holiday safe hope hav good journey happy new year see couple weeks,0
spam,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,wont believe incredible txts reply g learn truly amazing things blow ofwd ptxt,1
ham,"We are hoping to get away by 7, from Langport. You still up for town tonight?",hoping get away still town tonight,0
ham,"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?",friend got says hes upping order grams hes got ltgt get,0
ham,Finally the match heading towards draw as your prediction.,finally match heading towards draw,0
ham,Goodmorning today i am late for  &lt;DECIMAL&gt; min.,goodmorning today late ltdecimalgt,0
spam,"Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX",hottest pics straight phone see getting wet wanting xx text pics txt costs p textoperator gga xxx,1
spam,BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary,big brother alert computer selected u k cash call ntt po box cro bt landline cost ppm mobiles vary,1
ham,Then. You are eldest know.,eldest,0
ham,How much u trying to get?,much u trying get,0
ham,Can... I'm free...,im,0
spam,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,dont forget place many free requests information call,1
ham,Ü neva tell me how i noe... I'm not at home in da aft wat... ,neva tell im home da aft,0
ham,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|,im ive joined league people dont keep mean great deal friend times even great personal great,0
ham,"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x",jolly good way give u tickets sat eve speak x,0
ham,One small prestige problem now.,one small prestige problem,0
spam,As a registered optin subscriber ur draw 4 £100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts,registered optin subscriber ur draw gift voucher entered receipt correct ans whats bbc charts,1
